id,date,user,pc,activity
L100429,08/11/2026 17:00:00,EMP126,PC-9945,Logon
L100430,08/12/2026 01:01:00,EMP126,PC-9945,Logoff
L100431,08/11/2026 16:15:00,EMP127,PC-1070,Logon
L100432,08/12/2026 00:27:00,EMP127,PC-1070,Logoff
L100433,08/12/2026 17:43:00,EMP101,PC-1001,Logon
L100434,08/13/2026 02:35:00,EMP101,PC-1001,Logoff
L100435,08/12/2026 17:03:00,AAF0535,PC-2408,Logon
L100436,08/13/2026 01:43:00,AAF0535,PC-2408,Logoff
L100437,08/12/2026 16:14:00,AAM0658,PC-9923,Logon
L100438,08/13/2026 00:27:00,AAM0658,PC-9923,Logoff
L100439,08/12/2026 16:13:00,BBS0039,PC-9436,Logon
L100440,08/13/2026 00:50:00,BBS0039,PC-9436,Logoff
L100441,08/12/2026 17:43:00,EMP102,PC-3012,Logon
L100442,08/13/2026 02:40:00,EMP102,PC-3012,Logoff
L100443,08/12/2026 17:14:00,EMP103,PC-4105,Logon
L100444,08/13/2026 02:07:00,EMP103,PC-4105,Logoff
L100445,08/12/2026 17:31:00,EMP104,PC-1102,Logon
L100446,08/13/2026 01:45:00,EMP104,PC-1102,Logoff
L100447,08/12/2026 16:45:00,EMP105,PC-5001,Logon
L100448,08/13/2026 00:49:00,EMP105,PC-5001,Logoff
L100449,08/12/2026 17:23:00,EMP106,PC-1088,Logon
L100450,08/13/2026 01:29:00,EMP106,PC-1088,Logoff
L100451,08/12/2026 16:27:00,EMP107,PC-6110,Logon
L100452,08/13/2026 00:55:00,EMP107,PC-6110,Logoff
L100453,08/12/2026 17:00:00,EMP108,PC-1044,Logon
L100454,08/13/2026 01:18:00,EMP108,PC-1044,Logoff
L100455,08/12/2026 16:08:00,EMP109,PC-7020,Logon
L100456,08/13/2026 00:25:00,EMP109,PC-7020,Logoff
L100457,08/12/2026 16:23:00,EMP110,PC-8005,Logon
L100458,08/13/2026 00:39:00,EMP110,PC-8005,Logoff
L100459,08/12/2026 16:19:00,EMP111,PC-3099,Logon
L100460,08/13/2026 00:19:00,EMP111,PC-3099,Logoff
L100461,08/12/2026 17:38:00,EMP112,PC-2490,Logon
L100462,08/13/2026 02:38:00,EMP112,PC-2490,Logoff
L100463,08/12/2026 17:24:00,EMP113,PC-7045,Logon
L100464,08/13/2026 01:41:00,EMP113,PC-7045,Logoff
L100465,08/12/2026 16:28:00,EMP114,PC-1250,Logon
L100466,08/13/2026 01:19:00,EMP114,PC-1250,Logoff
L100467,08/12/2026 16:45:00,EMP115,PC-6125,Logon
L100468,08/13/2026 01:12:00,EMP115,PC-6125,Logoff
L100469,08/12/2026 16:23:00,EMP116,PC-1300,Logon
L100470,08/13/2026 01:07:00,EMP116,PC-1300,Logoff
L100471,08/12/2026 17:27:00,EMP117,PC-9910,Logon
L100472,08/13/2026 01:33:00,EMP117,PC-9910,Logoff
L100473,08/12/2026 17:23:00,EMP118,PC-5022,Logon
L100474,08/13/2026 01:48:00,EMP118,PC-5022,Logoff
L100475,08/12/2026 17:05:00,EMP119,PC-3150,Logon
L100476,08/13/2026 01:12:00,EMP119,PC-3150,Logoff
L100477,08/12/2026 17:20:00,EMP120,PC-4120,Logon
L100478,08/13/2026 01:24:00,EMP120,PC-4120,Logoff
L100479,08/12/2026 16:35:00,EMP121,PC-8050,Logon
L100480,08/13/2026 00:45:00,EMP121,PC-8050,Logoff
L100481,08/12/2026 17:01:00,EMP122,PC-6150,Logon
L100482,08/13/2026 01:48:00,EMP122,PC-6150,Logoff
L100483,08/12/2026 16:34:00,EMP123,PC-4190,Logon
L100484,08/13/2026 00:45:00,EMP123,PC-4190,Logoff
L100485,08/12/2026 17:39:00,EMP124,PC-9001,Logon
L100486,08/13/2026 02:04:00,EMP124,PC-9001,Logoff
L100487,08/12/2026 16:20:00,EMP125,PC-9402,Logon
L100488,08/13/2026 00:27:00,EMP125,PC-9402,Logoff
L100489,08/12/2026 16:36:00,EMP126,PC-9945,Logon
L100490,08/13/2026 01:00:00,EMP126,PC-9945,Logoff
L100491,08/12/2026 17:08:00,EMP127,PC-1070,Logon
L100492,08/13/2026 01:19:00,EMP127,PC-1070,Logoff
L100493,08/13/2026 17:26:00,EMP101,PC-1001,Logon
L100494,08/14/2026 02:09:00,EMP101,PC-1001,Logoff
L100495,08/13/2026 17:02:00,AAF0535,PC-2408,Logon
L100496,08/14/2026 01:19:00,AAF0535,PC-2408,Logoff
L100497,08/13/2026 16:36:00,AAM0658,PC-9923,Logon
L100498,08/14/2026 00:43:00,AAM0658,PC-9923,Logoff
L100499,08/13/2026 16:41:00,BBS0039,PC-9436,Logon
L100500,08/14/2026 01:29:00,BBS0039,PC-9436,Logoff
L100501,08/13/2026 16:13:00,EMP102,PC-3012,Logon
L100502,08/14/2026 01:04:00,EMP102,PC-3012,Logoff
L100503,08/13/2026 16:03:00,EMP103,PC-4105,Logon
L100504,08/14/2026 00:39:00,EMP103,PC-4105,Logoff
L100505,08/13/2026 16:08:00,EMP104,PC-1102,Logon
L100506,08/14/2026 00:56:00,EMP104,PC-1102,Logoff
L100507,08/13/2026 16:43:00,EMP105,PC-5001,Logon
L100508,08/14/2026 01:08:00,EMP105,PC-5001,Logoff
L100509,08/13/2026 17:32:00,EMP106,PC-1088,Logon
L100510,08/14/2026 02:19:00,EMP106,PC-1088,Logoff
L100511,08/13/2026 17:04:00,EMP107,PC-6110,Logon
L100512,08/14/2026 01:54:00,EMP107,PC-6110,Logoff
L100513,08/13/2026 17:21:00,EMP108,PC-1044,Logon
L100514,08/14/2026 02:18:00,EMP108,PC-1044,Logoff
L100515,08/13/2026 17:12:00,EMP109,PC-7020,Logon
L100516,08/14/2026 01:56:00,EMP109,PC-7020,Logoff
L100517,08/13/2026 17:42:00,EMP110,PC-8005,Logon
L100518,08/14/2026 02:39:00,EMP110,PC-8005,Logoff
L100519,08/13/2026 16:13:00,EMP111,PC-3099,Logon
L100520,08/14/2026 00:43:00,EMP111,PC-3099,Logoff
L100521,08/13/2026 16:27:00,EMP112,PC-2490,Logon
L100522,08/14/2026 01:11:00,EMP112,PC-2490,Logoff
L100523,08/13/2026 17:19:00,EMP113,PC-7045,Logon
L100524,08/14/2026 01:27:00,EMP113,PC-7045,Logoff
L100525,08/13/2026 17:22:00,EMP114,PC-1250,Logon
L100526,08/14/2026 02:08:00,EMP114,PC-1250,Logoff
L100527,08/13/2026 16:06:00,EMP115,PC-6125,Logon
L100528,08/14/2026 00:14:00,EMP115,PC-6125,Logoff
L100529,08/13/2026 16:17:00,EMP116,PC-1300,Logon
L100530,08/14/2026 00:58:00,EMP116,PC-1300,Logoff
L100531,08/13/2026 17:13:00,EMP117,PC-9910,Logon
L100532,08/14/2026 01:46:00,EMP117,PC-9910,Logoff
L100533,08/13/2026 17:40:00,EMP118,PC-5022,Logon
L100534,08/14/2026 02:18:00,EMP118,PC-5022,Logoff
L100535,08/13/2026 17:34:00,EMP119,PC-3150,Logon
L100536,08/14/2026 02:17:00,EMP119,PC-3150,Logoff
L100537,08/13/2026 16:02:00,EMP120,PC-4120,Logon
L100538,08/14/2026 01:01:00,EMP120,PC-4120,Logoff
L100539,08/13/2026 16:40:00,EMP121,PC-8050,Logon
L100540,08/14/2026 01:14:00,EMP121,PC-8050,Logoff
L100541,08/13/2026 16:19:00,EMP122,PC-6150,Logon
L100542,08/14/2026 01:03:00,EMP122,PC-6150,Logoff
L100543,08/13/2026 17:42:00,EMP123,PC-4190,Logon
L100544,08/14/2026 02:29:00,EMP123,PC-4190,Logoff
L100545,08/13/2026 17:10:00,EMP124,PC-9001,Logon
L100546,08/14/2026 01:33:00,EMP124,PC-9001,Logoff
L100547,08/13/2026 17:33:00,EMP125,PC-9402,Logon
L100548,08/14/2026 01:37:00,EMP125,PC-9402,Logoff
L100549,08/13/2026 16:23:00,EMP126,PC-9945,Logon
L100550,08/14/2026 00:33:00,EMP126,PC-9945,Logoff
L100551,08/13/2026 16:02:00,EMP127,PC-1070,Logon
L100552,08/14/2026 00:32:00,EMP127,PC-1070,Logoff
L100553,08/14/2026 16:26:00,EMP101,PC-1001,Logon
L100554,08/15/2026 01:24:00,EMP101,PC-1001,Logoff
L100555,08/14/2026 16:25:00,AAF0535,PC-2408,Logon
L100556,08/15/2026 00:29:00,AAF0535,PC-2408,Logoff
L100557,08/14/2026 17:39:00,AAM0658,PC-9923,Logon
L100558,08/15/2026 01:54:00,AAM0658,PC-9923,Logoff
L100559,08/14/2026 16:14:00,BBS0039,PC-9436,Logon
L100560,08/15/2026 00:48:00,BBS0039,PC-9436,Logoff
L100561,08/14/2026 16:26:00,EMP102,PC-3012,Logon
L100562,08/15/2026 00:57:00,EMP102,PC-3012,Logoff
L100563,08/14/2026 17:44:00,EMP103,PC-4105,Logon
L100564,08/15/2026 02:41:00,EMP103,PC-4105,Logoff
L100565,08/14/2026 17:42:00,EMP104,PC-1102,Logon
L100566,08/15/2026 01:50:00,EMP104,PC-1102,Logoff
L100567,08/14/2026 16:04:00,EMP105,PC-5001,Logon
L100568,08/15/2026 01:04:00,EMP105,PC-5001,Logoff
L100569,08/14/2026 17:26:00,EMP106,PC-1088,Logon
L100570,08/15/2026 01:33:00,EMP106,PC-1088,Logoff
L100571,08/14/2026 16:20:00,EMP107,PC-6110,Logon
L100572,08/15/2026 00:29:00,EMP107,PC-6110,Logoff
L100573,08/14/2026 17:11:00,EMP108,PC-1044,Logon
L100574,08/15/2026 01:12:00,EMP108,PC-1044,Logoff
L100575,08/14/2026 16:00:00,EMP109,PC-7020,Logon
L100576,08/15/2026 00:03:00,EMP109,PC-7020,Logoff
L100577,08/14/2026 16:01:00,EMP110,PC-8005,Logon
L100578,08/15/2026 00:05:00,EMP110,PC-8005,Logoff
L100579,08/14/2026 16:10:00,EMP111,PC-3099,Logon
L100580,08/15/2026 01:09:00,EMP111,PC-3099,Logoff
L100581,08/14/2026 17:17:00,EMP112,PC-2490,Logon
L100582,08/15/2026 01:45:00,EMP112,PC-2490,Logoff
L100583,08/14/2026 17:03:00,EMP113,PC-7045,Logon
L100584,08/15/2026 01:08:00,EMP113,PC-7045,Logoff
L100585,08/14/2026 17:45:00,EMP114,PC-1250,Logon
L100586,08/15/2026 02:07:00,EMP114,PC-1250,Logoff
L100587,08/14/2026 17:38:00,EMP115,PC-6125,Logon
L100588,08/15/2026 01:52:00,EMP115,PC-6125,Logoff
L100589,08/14/2026 16:15:00,EMP116,PC-1300,Logon
L100590,08/15/2026 00:57:00,EMP116,PC-1300,Logoff
L100591,08/14/2026 17:11:00,EMP117,PC-9910,Logon
L100592,08/15/2026 01:22:00,EMP117,PC-9910,Logoff
L100593,08/14/2026 16:36:00,EMP118,PC-5022,Logon
L100594,08/15/2026 01:36:00,EMP118,PC-5022,Logoff
L100595,08/14/2026 16:38:00,EMP119,PC-3150,Logon
L100596,08/15/2026 00:52:00,EMP119,PC-3150,Logoff
L100597,08/14/2026 17:45:00,EMP120,PC-4120,Logon
L100598,08/15/2026 01:56:00,EMP120,PC-4120,Logoff
L100599,08/14/2026 16:23:00,EMP121,PC-8050,Logon
L100600,08/15/2026 01:08:00,EMP121,PC-8050,Logoff
L100601,08/14/2026 16:45:00,EMP122,PC-6150,Logon
L100602,08/15/2026 01:20:00,EMP122,PC-6150,Logoff
L100603,08/14/2026 17:36:00,EMP123,PC-4190,Logon
L100604,08/15/2026 01:38:00,EMP123,PC-4190,Logoff
L100605,08/14/2026 16:21:00,EMP124,PC-9001,Logon
L100606,08/15/2026 01:08:00,EMP124,PC-9001,Logoff
L100607,08/14/2026 17:00:00,EMP125,PC-9402,Logon
L100608,08/15/2026 01:16:00,EMP125,PC-9402,Logoff
L100609,08/14/2026 16:24:00,EMP126,PC-9945,Logon
L100610,08/15/2026 00:52:00,EMP126,PC-9945,Logoff
L100611,08/14/2026 16:28:00,EMP127,PC-1070,Logon
L100612,08/15/2026 00:32:00,EMP127,PC-1070,Logoff
L100613,08/15/2026 22:30:00,AAM0658,PC-9923,Logon
L100614,08/15/2026 22:55:00,AAM0658,PC-9923,Logoff
L100615,08/15/2026 22:10:00,EMP109,PC-7020,Logon
L100616,08/15/2026 22:43:00,EMP109,PC-7020,Logoff
L100617,08/15/2026 22:12:00,EMP117,PC-9910,Logon
L100618,08/15/2026 23:08:00,EMP117,PC-9910,Logoff
L100619,08/15/2026 22:00:00,EMP120,PC-4120,Logon
L100620,08/15/2026 22:47:00,EMP120,PC-4120,Logoff
L100621,08/15/2026 22:26:00,EMP121,PC-8050,Logon
L100622,08/15/2026 23:26:00,EMP121,PC-8050,Logoff
L100623,08/15/2026 22:05:00,EMP124,PC-9001,Logon
L100624,08/15/2026 23:05:00,EMP124,PC-9001,Logoff
L100625,08/15/2026 22:27:00,EMP126,PC-9945,Logon
L100626,08/15/2026 22:54:00,EMP126,PC-9945,Logoff
L100627,08/16/2026 22:17:00,BBS0039,PC-9436,Logon
L100628,08/16/2026 23:01:00,BBS0039,PC-9436,Logoff
L100629,08/16/2026 22:24:00,EMP110,PC-8005,Logon
L100630,08/16/2026 22:50:00,EMP110,PC-8005,Logoff
L100631,08/16/2026 22:11:00,EMP111,PC-3099,Logon
L100632,08/16/2026 23:05:00,EMP111,PC-3099,Logoff
L100633,08/16/2026 22:12:00,EMP115,PC-6125,Logon
L100634,08/16/2026 23:05:00,EMP115,PC-6125,Logoff
L100635,08/16/2026 22:28:00,EMP122,PC-6150,Logon
L100636,08/16/2026 22:50:00,EMP122,PC-6150,Logoff
L100637,08/17/2026 16:28:00,EMP101,PC-1001,Logon
L100638,08/18/2026 00:39:00,EMP101,PC-1001,Logoff
L100639,08/17/2026 16:40:00,AAF0535,PC-2408,Logon
L100640,08/18/2026 00:49:00,AAF0535,PC-2408,Logoff
L100641,08/17/2026 17:00:00,AAM0658,PC-9923,Logon
L100642,08/18/2026 01:50:00,AAM0658,PC-9923,Logoff
L100643,08/17/2026 16:36:00,BBS0039,PC-9436,Logon
L100644,08/18/2026 01:25:00,BBS0039,PC-9436,Logoff
L100645,08/17/2026 17:02:00,EMP102,PC-3012,Logon
L100646,08/18/2026 01:13:00,EMP102,PC-3012,Logoff
L100647,08/17/2026 16:03:00,EMP103,PC-4105,Logon
L100648,08/18/2026 00:50:00,EMP103,PC-4105,Logoff
L100649,08/17/2026 16:08:00,EMP104,PC-1102,Logon
L100650,08/18/2026 00:27:00,EMP104,PC-1102,Logoff
L100651,08/17/2026 17:33:00,EMP105,PC-5001,Logon
L100652,08/18/2026 02:28:00,EMP105,PC-5001,Logoff
L100653,08/17/2026 16:11:00,EMP106,PC-1088,Logon
L100654,08/18/2026 00:23:00,EMP106,PC-1088,Logoff
L100655,08/17/2026 17:23:00,EMP107,PC-6110,Logon
L100656,08/18/2026 02:15:00,EMP107,PC-6110,Logoff
L100657,08/17/2026 16:30:00,EMP108,PC-1044,Logon
L100658,08/18/2026 01:07:00,EMP108,PC-1044,Logoff
L100659,08/17/2026 16:14:00,EMP109,PC-7020,Logon
L100660,08/18/2026 00:55:00,EMP109,PC-7020,Logoff
L100661,08/17/2026 17:08:00,EMP110,PC-8005,Logon
L100662,08/18/2026 01:49:00,EMP110,PC-8005,Logoff
L100663,08/17/2026 17:24:00,EMP111,PC-3099,Logon
L100664,08/18/2026 02:18:00,EMP111,PC-3099,Logoff
L100665,08/17/2026 16:32:00,EMP112,PC-2490,Logon
L100666,08/18/2026 01:14:00,EMP112,PC-2490,Logoff
L100667,08/17/2026 17:40:00,EMP113,PC-7045,Logon
L100668,08/18/2026 02:00:00,EMP113,PC-7045,Logoff
L100669,08/17/2026 16:38:00,EMP114,PC-1250,Logon
L100670,08/18/2026 01:03:00,EMP114,PC-1250,Logoff
L100671,08/17/2026 16:37:00,EMP115,PC-6125,Logon
L100672,08/18/2026 01:22:00,EMP115,PC-6125,Logoff
L100673,08/17/2026 16:42:00,EMP116,PC-1300,Logon
L100674,08/18/2026 01:38:00,EMP116,PC-1300,Logoff
L100675,08/17/2026 16:14:00,EMP117,PC-9910,Logon
L100676,08/18/2026 00:36:00,EMP117,PC-9910,Logoff
L100677,08/17/2026 17:07:00,EMP118,PC-5022,Logon
L100678,08/18/2026 01:37:00,EMP118,PC-5022,Logoff
L100679,08/17/2026 16:43:00,EMP119,PC-3150,Logon
L100680,08/18/2026 01:07:00,EMP119,PC-3150,Logoff
L100681,08/17/2026 16:05:00,EMP120,PC-4120,Logon
L100682,08/18/2026 00:36:00,EMP120,PC-4120,Logoff
L100683,08/17/2026 16:31:00,EMP121,PC-8050,Logon
L100684,08/18/2026 01:21:00,EMP121,PC-8050,Logoff
L100685,08/17/2026 17:00:00,EMP122,PC-6150,Logon
L100686,08/18/2026 01:02:00,EMP122,PC-6150,Logoff
L100687,08/17/2026 17:08:00,EMP123,PC-4190,Logon
L100688,08/18/2026 01:14:00,EMP123,PC-4190,Logoff
L100689,08/17/2026 17:27:00,EMP124,PC-9001,Logon
L100690,08/18/2026 02:23:00,EMP124,PC-9001,Logoff
L100691,08/17/2026 16:01:00,EMP125,PC-9402,Logon
L100692,08/18/2026 00:38:00,EMP125,PC-9402,Logoff
L100693,08/17/2026 16:42:00,EMP126,PC-9945,Logon
L100694,08/18/2026 00:48:00,EMP126,PC-9945,Logoff
L100695,08/17/2026 16:44:00,EMP127,PC-1070,Logon
L100696,08/18/2026 01:27:00,EMP127,PC-1070,Logoff
L100697,08/18/2026 17:06:00,EMP101,PC-1001,Logon
L100698,08/19/2026 01:38:00,EMP101,PC-1001,Logoff
L100699,08/18/2026 16:22:00,AAF0535,PC-2408,Logon
L100700,08/19/2026 01:07:00,AAF0535,PC-2408,Logoff
L100701,08/18/2026 16:42:00,AAM0658,PC-9923,Logon
L100702,08/19/2026 00:47:00,AAM0658,PC-9923,Logoff
L100703,08/18/2026 17:41:00,BBS0039,PC-9436,Logon
L100704,08/19/2026 01:55:00,BBS0039,PC-9436,Logoff
L100705,08/18/2026 17:07:00,EMP102,PC-3012,Logon
L100706,08/19/2026 01:13:00,EMP102,PC-3012,Logoff
L100707,08/18/2026 17:05:00,EMP103,PC-4105,Logon
L100708,08/19/2026 01:28:00,EMP103,PC-4105,Logoff
L100709,08/18/2026 16:07:00,EMP104,PC-1102,Logon
L100710,08/19/2026 00:15:00,EMP104,PC-1102,Logoff
L100711,08/18/2026 17:39:00,EMP105,PC-5001,Logon
L100712,08/19/2026 01:40:00,EMP105,PC-5001,Logoff
L100713,08/18/2026 16:45:00,EMP106,PC-1088,Logon
L100714,08/19/2026 01:40:00,EMP106,PC-1088,Logoff
L100715,08/18/2026 17:42:00,EMP107,PC-6110,Logon
L100716,08/19/2026 02:28:00,EMP107,PC-6110,Logoff
L100717,08/18/2026 16:41:00,EMP108,PC-1044,Logon
L100718,08/19/2026 01:40:00,EMP108,PC-1044,Logoff
L100719,08/18/2026 17:17:00,EMP109,PC-7020,Logon
L100720,08/19/2026 01:20:00,EMP109,PC-7020,Logoff
L100721,08/18/2026 17:28:00,EMP110,PC-8005,Logon
L100722,08/19/2026 01:48:00,EMP110,PC-8005,Logoff
L100723,08/18/2026 16:05:00,EMP111,PC-3099,Logon
L100724,08/19/2026 00:55:00,EMP111,PC-3099,Logoff
L100725,08/18/2026 16:29:00,EMP112,PC-2490,Logon
L100726,08/19/2026 00:50:00,EMP112,PC-2490,Logoff
L100727,08/18/2026 16:21:00,EMP113,PC-7045,Logon
L100728,08/19/2026 00:43:00,EMP113,PC-7045,Logoff
L100729,08/18/2026 16:16:00,EMP114,PC-1250,Logon
L100730,08/19/2026 00:55:00,EMP114,PC-1250,Logoff
L100731,08/18/2026 16:26:00,EMP115,PC-6125,Logon
L100732,08/19/2026 00:28:00,EMP115,PC-6125,Logoff
L100733,08/18/2026 16:35:00,EMP116,PC-1300,Logon
L100734,08/19/2026 01:34:00,EMP116,PC-1300,Logoff
L100735,08/18/2026 17:32:00,EMP117,PC-9910,Logon
L100736,08/19/2026 02:28:00,EMP117,PC-9910,Logoff
L100737,08/18/2026 16:26:00,EMP118,PC-5022,Logon
L100738,08/19/2026 01:04:00,EMP118,PC-5022,Logoff
L100739,08/18/2026 17:43:00,EMP119,PC-3150,Logon
L100740,08/19/2026 02:05:00,EMP119,PC-3150,Logoff
L100741,08/18/2026 17:37:00,EMP120,PC-4120,Logon
L100742,08/19/2026 02:13:00,EMP120,PC-4120,Logoff
L100743,08/18/2026 16:03:00,EMP121,PC-8050,Logon
L100744,08/19/2026 00:45:00,EMP121,PC-8050,Logoff
L100745,08/18/2026 17:13:00,EMP122,PC-6150,Logon
L100746,08/19/2026 02:01:00,EMP122,PC-6150,Logoff
L100747,08/18/2026 17:44:00,EMP123,PC-4190,Logon
L100748,08/19/2026 02:26:00,EMP123,PC-4190,Logoff
L100749,08/18/2026 17:12:00,EMP124,PC-9001,Logon
L100750,08/19/2026 01:51:00,EMP124,PC-9001,Logoff
L100751,08/18/2026 16:18:00,EMP125,PC-9402,Logon
L100752,08/19/2026 00:46:00,EMP125,PC-9402,Logoff
L100753,08/18/2026 17:17:00,EMP126,PC-9945,Logon
L100754,08/19/2026 01:52:00,EMP126,PC-9945,Logoff
L100755,08/18/2026 17:38:00,EMP127,PC-1070,Logon
L100756,08/19/2026 01:41:00,EMP127,PC-1070,Logoff
L100757,08/19/2026 16:32:00,EMP101,PC-1001,Logon
L100758,08/20/2026 00:42:00,EMP101,PC-1001,Logoff
L100759,08/19/2026 17:13:00,AAF0535,PC-2408,Logon
L100760,08/20/2026 02:13:00,AAF0535,PC-2408,Logoff
L100761,08/19/2026 16:43:00,AAM0658,PC-9923,Logon
L100762,08/20/2026 01:39:00,AAM0658,PC-9923,Logoff
L100763,08/19/2026 17:32:00,BBS0039,PC-9436,Logon
L100764,08/20/2026 02:23:00,BBS0039,PC-9436,Logoff
L100765,08/19/2026 16:40:00,EMP102,PC-3012,Logon
L100766,08/20/2026 00:44:00,EMP102,PC-3012,Logoff
L100767,08/19/2026 17:41:00,EMP103,PC-4105,Logon
L100768,08/20/2026 02:33:00,EMP103,PC-4105,Logoff
L100769,08/19/2026 16:03:00,EMP104,PC-1102,Logon
L100770,08/20/2026 00:14:00,EMP104,PC-1102,Logoff
L100771,08/19/2026 17:20:00,EMP105,PC-5001,Logon
L100772,08/20/2026 01:21:00,EMP105,PC-5001,Logoff
L100773,08/19/2026 16:22:00,EMP106,PC-1088,Logon
L100774,08/20/2026 01:21:00,EMP106,PC-1088,Logoff
L100775,08/19/2026 17:10:00,EMP107,PC-6110,Logon
L100776,08/20/2026 01:44:00,EMP107,PC-6110,Logoff
L100777,08/19/2026 16:35:00,EMP108,PC-1044,Logon
L100778,08/20/2026 01:30:00,EMP108,PC-1044,Logoff
L100779,08/19/2026 17:13:00,EMP109,PC-7020,Logon
L100780,08/20/2026 01:39:00,EMP109,PC-7020,Logoff
L100781,08/19/2026 17:41:00,EMP110,PC-8005,Logon
L100782,08/20/2026 02:16:00,EMP110,PC-8005,Logoff
L100783,08/19/2026 17:22:00,EMP111,PC-3099,Logon
L100784,08/20/2026 01:30:00,EMP111,PC-3099,Logoff
L100785,08/19/2026 16:36:00,EMP112,PC-2490,Logon
L100786,08/20/2026 01:12:00,EMP112,PC-2490,Logoff
L100787,08/19/2026 16:43:00,EMP113,PC-7045,Logon
L100788,08/20/2026 01:29:00,EMP113,PC-7045,Logoff
L100789,08/19/2026 17:08:00,EMP114,PC-1250,Logon
L100790,08/20/2026 02:05:00,EMP114,PC-1250,Logoff
L100791,08/19/2026 16:02:00,EMP115,PC-6125,Logon
L100792,08/20/2026 00:37:00,EMP115,PC-6125,Logoff
L100793,08/19/2026 16:29:00,EMP116,PC-1300,Logon
L100794,08/20/2026 01:01:00,EMP116,PC-1300,Logoff
L100795,08/19/2026 16:11:00,EMP117,PC-9910,Logon
L100796,08/20/2026 00:47:00,EMP117,PC-9910,Logoff
L100797,08/19/2026 17:14:00,EMP118,PC-5022,Logon
L100798,08/20/2026 01:16:00,EMP118,PC-5022,Logoff
L100799,08/19/2026 17:16:00,EMP119,PC-3150,Logon
L100800,08/20/2026 01:53:00,EMP119,PC-3150,Logoff
L100801,08/19/2026 16:33:00,EMP120,PC-4120,Logon
L100802,08/20/2026 00:58:00,EMP120,PC-4120,Logoff
L100803,08/19/2026 16:32:00,EMP121,PC-8050,Logon
L100804,08/20/2026 01:13:00,EMP121,PC-8050,Logoff
L100805,08/19/2026 16:30:00,EMP122,PC-6150,Logon
L100806,08/20/2026 01:13:00,EMP122,PC-6150,Logoff
L100807,08/19/2026 16:08:00,EMP123,PC-4190,Logon
L100808,08/20/2026 00:48:00,EMP123,PC-4190,Logoff
L100809,08/19/2026 17:05:00,EMP124,PC-9001,Logon
L100810,08/20/2026 01:18:00,EMP124,PC-9001,Logoff
L100811,08/19/2026 17:10:00,EMP125,PC-9402,Logon
L100812,08/20/2026 01:56:00,EMP125,PC-9402,Logoff
L100813,08/19/2026 17:09:00,EMP126,PC-9945,Logon
L100814,08/20/2026 01:47:00,EMP126,PC-9945,Logoff
L100815,08/19/2026 16:30:00,EMP127,PC-1070,Logon
L100816,08/20/2026 01:12:00,EMP127,PC-1070,Logoff
L100817,08/20/2026 17:02:00,EMP101,PC-1001,Logon
L100818,08/21/2026 01:46:00,EMP101,PC-1001,Logoff
L100819,08/20/2026 17:30:00,AAF0535,PC-2408,Logon
L100820,08/21/2026 02:19:00,AAF0535,PC-2408,Logoff
L100821,08/20/2026 16:36:00,AAM0658,PC-9923,Logon
L100822,08/21/2026 01:09:00,AAM0658,PC-9923,Logoff
L100823,08/20/2026 16:09:00,BBS0039,PC-9436,Logon
L100824,08/21/2026 00:36:00,BBS0039,PC-9436,Logoff
L100825,08/20/2026 17:35:00,EMP102,PC-3012,Logon
L100826,08/21/2026 02:25:00,EMP102,PC-3012,Logoff
L100827,08/20/2026 16:42:00,EMP103,PC-4105,Logon
L100828,08/21/2026 00:49:00,EMP103,PC-4105,Logoff
L100829,08/20/2026 16:24:00,EMP104,PC-1102,Logon
L100830,08/21/2026 01:04:00,EMP104,PC-1102,Logoff
L100831,08/20/2026 16:23:00,EMP105,PC-5001,Logon
L100832,08/21/2026 00:28:00,EMP105,PC-5001,Logoff
L100833,08/20/2026 17:28:00,EMP106,PC-1088,Logon
L100834,08/21/2026 01:28:00,EMP106,PC-1088,Logoff
L100835,08/20/2026 16:39:00,EMP107,PC-6110,Logon
L100836,08/21/2026 00:49:00,EMP107,PC-6110,Logoff
L100837,08/20/2026 17:37:00,EMP108,PC-1044,Logon
L100838,08/21/2026 01:49:00,EMP108,PC-1044,Logoff
L100839,08/20/2026 17:14:00,EMP109,PC-7020,Logon
L100840,08/21/2026 01:52:00,EMP109,PC-7020,Logoff
L100841,08/20/2026 16:35:00,EMP110,PC-8005,Logon
L100842,08/21/2026 00:39:00,EMP110,PC-8005,Logoff
L100843,08/20/2026 16:21:00,EMP111,PC-3099,Logon
L100844,08/21/2026 01:10:00,EMP111,PC-3099,Logoff
L100845,08/20/2026 16:20:00,EMP112,PC-2490,Logon
L100846,08/21/2026 00:46:00,EMP112,PC-2490,Logoff
L100847,08/20/2026 16:35:00,EMP113,PC-7045,Logon
L100848,08/21/2026 01:34:00,EMP113,PC-7045,Logoff
L100849,08/20/2026 17:12:00,EMP114,PC-1250,Logon
L100850,08/21/2026 01:27:00,EMP114,PC-1250,Logoff
L100851,08/20/2026 17:39:00,EMP115,PC-6125,Logon
L100852,08/21/2026 01:39:00,EMP115,PC-6125,Logoff
L100853,08/20/2026 17:25:00,EMP116,PC-1300,Logon
L100854,08/21/2026 01:39:00,EMP116,PC-1300,Logoff
L100855,08/20/2026 17:07:00,EMP117,PC-9910,Logon
L100856,08/21/2026 01:51:00,EMP117,PC-9910,Logoff
L100857,08/20/2026 17:11:00,EMP118,PC-5022,Logon
